LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,Age_of_sale,House_Age,Remod_Age,Garage_Age
70.0,8750,0.0,642,0,273,915,933,975,0,1908,1,0,2,1,4,1,8,1,2,493,144,133,0,0,0,0,0,210000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,60,7,5,4790,27,26,27.0
73.0,9855,0.0,0,0,1436,1436,1689,0,0,1689,0,0,1,0,3,1,7,1,2,480,0,0,0,0,0,0,0,127500,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,None,MnPrv,None,COD,Normal,20,6,5,4302,65,0,65.0
0.0,11214,0.0,0,0,930,930,956,930,0,1886,0,0,2,1,4,1,10,1,2,431,89,0,0,0,0,0,0,199900,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD,Normal,60,7,5,5521,23,22,23.0
50.0,8600,0.0,0,0,780,780,780,596,0,1376,0,0,2,0,3,1,7,1,1,198,0,0,0,0,0,0,0,119500,RM,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,None,WD,Normal,50,6,6,5551,84,71,84.0
50.0,6000,0.0,331,0,318,649,679,504,0,1183,0,0,1,1,2,1,6,0,1,308,0,176,0,0,0,0,0,120000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,50,3,7,5186,73,19,40.0
70.0,5684,0.0,0,0,813,813,813,0,0,813,0,0,1,0,2,1,5,0,1,270,0,113,0,0,0,0,0,110000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,None,Detchd,Unf,Fa,Fa,N,None,None,None,WD,Normal,30,6,8,5551,91,16,89.0
0.0,9303,42.0,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,2,422,144,122,0,0,0,0,0,204000,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,WD,Normal,60,6,5,5156,25,24,25.0
75.0,9000,0.0,0,0,768,768,786,804,0,1590,0,0,2,1,3,1,6,0,2,676,0,30,0,0,0,0,0,210000,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,60,8,5,4455,13,0,13.0
63.0,9297,0.0,1606,0,122,1728,1728,0,0,1728,2,0,2,0,4,2,8,0,2,560,0,0,0,0,0,0,0,188000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD,Family,90,5,5,5521,45,0,45.0
80.0,9600,320.0,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,2,528,0,0,0,0,0,0,0,175500,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,20,7,6,5094,48,0,48.0
34.0,4571,0.0,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,3,513,0,0,96,0,0,0,0,98000,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,None,None,None,COD,Abnorml,70,5,5,4851,105,71,105.0
0.0,5100,0.0,0,0,588,588,833,833,0,1666,0,0,1,0,3,1,7,1,1,228,192,63,0,0,0,0,0,161000,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD,Normal,70,8,7,4820,96,25,96.0
75.0,8004,110.0,544,0,288,832,832,1103,0,1935,1,0,2,1,3,1,8,0,2,552,0,150,0,0,0,0,0,263435,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,BuiltIn,Fin,TA,TA,Y,None,None,None,New,Partial,60,8,5,4272,12,0,12.0
60.0,7200,0.0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,2,576,256,0,0,0,0,0,0,155000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,RFn,TA,TA,Y,None,MnPrv,None,WD,Normal,70,7,9,4516,85,14,50.0
74.0,11988,0.0,326,0,389,715,849,811,0,1660,0,0,1,1,3,1,6,1,1,240,0,0,0,0,0,0,0,188700,RL,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,70,6,7,4759,87,26,82.0
60.0,8430,136.0,616,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,0,0,0,0,0,0,0,124000,RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,None,None,None,WD,Normal,20,5,5,4394,43,0,0.0
0.0,3072,18.0,0,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,6,1,2,398,144,20,0,0,0,0,0,178740,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD,Normal,120,7,5,5582,17,0,17.0
79.0,9480,224.0,386,0,342,728,888,756,0,1644,0,0,1,1,3,1,7,2,1,312,168,0,0,0,0,0,0,146500,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,70,5,7,5186,79,26,79.0
98.0,11428,248.0,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,3,866,0,44,0,0,0,0,0,250000,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,20,8,5,5217,15,0,15.0
76.0,9291,120.0,426,0,406,832,832,878,0,1710,0,0,2,1,3,1,7,0,2,506,144,70,0,0,0,0,0,187000,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,60,6,5,4820,28,0,28.0
35.0,3675,80.0,459,0,88,547,1072,0,0,1072,1,0,1,0,2,1,5,0,2,525,0,28,0,0,0,0,0,148000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Basment,RFn,TA,TA,Y,None,None,None,WD,Normal,180,6,5,4820,16,0,16.0
110.0,14977,304.0,1350,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,7,1,3,908,250,63,0,0,0,0,0,440000,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Ex,Attchd,RFn,TA,TA,Y,None,None,None,New,Partial,20,8,5,5156,15,14,15.0
41.0,5330,0.0,1196,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,6,0,2,499,96,48,0,0,0,0,0,251000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,120,8,5,5125,21,0,21.0
75.0,13125,215.0,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,2,508,140,39,0,0,0,0,0,208900,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,None,None,None,WD,Normal,20,6,5,4881,24,23,24.0
79.0,10637,336.0,1288,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,7,1,3,826,208,44,0,0,0,0,0,297000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,20,8,5,4363,14,13,14.0
50.0,5925,435.0,168,0,739,907,1131,0,0,1131,0,0,1,0,2,1,7,0,2,672,0,72,0,0,0,0,0,89471,RM,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD,Alloca,30,4,7,5278,84,21,26.0
72.0,11846,562.0,1567,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,6,1,3,874,206,49,0,0,0,0,0,374000,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,None,None,None,WD,Normal,20,9,5,5490,18,17,18.0
50.0,2500,0.0,299,0,611,910,916,910,0,1826,1,0,1,1,4,1,7,1,1,164,0,0,0,0,0,0,0,155000,RM,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Stucco,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min2,Gd,Attchd,Unf,Fa,Fa,Y,None,None,None,WD,Normal,70,7,8,4455,106,16,106.0
32.0,4500,116.0,897,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,5,0,2,402,0,125,0,0,0,0,0,164000,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,120,6,5,5582,23,0,23.0
0.0,7758,0.0,588,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,1,264,0,132,0,0,0,0,0,132500,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,20,5,7,5278,59,20,58.0
80.0,9600,0.0,607,0,506,1113,1113,0,0,1113,0,0,1,0,3,1,5,1,1,264,0,80,120,0,0,0,0,147000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,20,5,7,4425,71,14,71.0
79.0,10289,168.0,836,0,237,1073,1073,0,0,1073,1,0,1,1,3,1,6,0,2,515,0,0,0,0,0,0,0,156000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,20,5,7,5186,56,0,56.0
60.0,10800,0.0,664,0,290,954,1766,648,0,2414,0,0,2,0,3,2,10,1,2,520,142,0,0,0,0,0,0,160000,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,Fa,No,BLQ,Unf,GasA,TA,N,FuseA,TA,Mod,Gd,Attchd,Unf,TA,Fa,N,None,None,None,ConLD,Normal,190,5,4,5582,121,51,51.0
21.0,1526,0.0,515,0,115,630,630,0,0,630,1,0,1,0,1,1,3,0,1,286,0,0,0,0,0,0,0,86000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,180,4,8,4486,51,19,51.0
0.0,2665,0.0,0,0,264,264,616,688,0,1304,0,0,1,1,3,1,4,1,1,336,141,24,0,0,0,0,0,115000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD,Normal,160,5,6,4820,45,0,45.0
79.0,9490,0.0,403,165,238,806,958,620,0,1578,1,0,1,0,3,1,5,2,1,240,0,0,32,0,0,0,0,133000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,TA,Y,FuseA,Fa,Typ,TA,Attchd,Unf,TA,TA,Y,None,MnPrv,None,WD,Normal,50,6,7,5490,80,71,80.0
105.0,15578,0.0,0,0,728,728,728,728,0,1456,0,0,2,1,3,1,8,0,2,429,0,0,0,0,0,0,0,172785,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,New,Partial,60,6,5,5582,15,0,15.0
70.0,7931,0.0,374,532,363,1269,1269,0,0,1269,0,0,1,1,3,1,6,1,1,308,0,0,0,0,0,0,0,155000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,FuseA,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,20,5,6,4820,61,0,57.0
50.0,5784,0.0,0,0,190,190,886,0,0,886,0,0,1,0,2,1,4,0,1,273,144,20,80,0,0,0,0,91300,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,30,5,8,4272,83,25,83.0
60.0,9120,0.0,329,0,697,1026,1133,687,0,1820,1,0,2,0,4,1,8,0,1,240,0,100,0,0,0,0,0,184000,RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,PConc,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,GdPrv,None,WD,Normal,50,7,6,4820,96,71,96.0
65.0,7800,89.0,450,0,414,864,899,0,0,899,0,0,1,0,3,1,5,0,1,288,64,0,0,0,0,0,0,130000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,MnPrv,None,WD,Normal,20,5,7,4455,54,17,54.0
21.0,1890,285.0,356,0,316,672,672,546,0,1218,0,0,1,1,3,1,7,0,1,264,144,28,0,0,0,0,0,113000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,160,6,5,5217,48,0,48.0
75.0,9803,0.0,400,0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,2,603,0,108,0,0,0,0,0,226700,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,60,7,5,4941,16,0,16.0
70.0,9170,0.0,698,96,420,1214,1214,0,0,1214,1,0,1,0,2,1,6,0,2,461,0,0,184,0,0,0,400,140000,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,GLQ,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,Fa,Fa,Y,None,GdPrv,Shed,WD,Normal,20,5,7,5247,56,0,56.0
100.0,15602,0.0,1247,0,254,1501,1801,0,0,1801,1,0,2,0,1,1,6,2,2,484,0,54,0,0,161,0,0,289000,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Fin,TA,TA,Y,None,GdWo,None,WD,Normal,20,7,8,4182,62,24,62.0
24.0,2308,0.0,257,495,103,855,855,467,0,1322,0,1,2,1,3,1,6,1,2,440,260,0,0,0,0,0,0,147000,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,None,None,None,WD,Normal,160,6,5,4455,47,0,47.0
60.0,7596,360.0,0,0,960,960,960,1000,0,1960,0,0,2,0,4,2,10,0,2,400,0,0,0,0,0,0,0,124500,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,COD,Normal,90,5,5,4425,69,0,69.0
80.0,9554,125.0,380,0,397,777,1065,846,0,1911,0,0,2,1,3,1,8,1,2,471,182,81,0,0,0,0,0,215000,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD,Normal,60,8,5,5459,28,27,28.0
75.0,7862,0.0,27,0,1191,1218,1218,0,0,1218,0,0,2,0,2,1,4,0,2,676,0,102,0,0,0,0,0,208300,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,New,Partial,20,6,5,4363,12,0,12.0
60.0,9600,0.0,141,0,548,689,689,689,0,1378,0,0,2,0,3,1,7,1,2,360,0,0,116,0,0,0,0,161000,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,N,None,None,None,WD,Normal,70,7,9,4698,93,16,93.0
80.0,9600,132.0,991,0,50,1041,1041,0,0,1041,1,0,1,0,3,1,6,0,1,270,224,88,0,0,0,0,0,124500,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,MnPrv,None,WD,Normal,20,5,6,4425,62,0,62.0
40.0,6792,94.0,0,0,1368,1368,1368,0,0,1368,0,0,2,0,2,1,6,1,2,474,132,35,0,0,0,0,0,202665,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,New,Partial,120,7,5,5643,16,15,16.0
70.0,9100,0.0,521,174,169,864,864,0,0,864,1,0,1,0,3,1,5,0,2,624,0,0,0,0,0,0,0,129900,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD,Normal,20,5,5,5521,63,0,57.0
